epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,24.0625,0.99388,0.81006,1.53766,0.76372,0.82179,0.89127,0.64837,0.97331,1.29488,1.74843,0.00122516,0.00122516,0.00122516
36,24.6617,0.94674,0.80039,1.43917,0.79884,0.79661,0.88764,0.64,0.97065,1.14499,1.75204,0.00125599,0.00125599,0.00125599
37,25.1617,1.0169,0.81168,1.57334,0.79884,0.79661,0.88764,0.64,0.97065,1.14499,1.75204,0.00128655,0.00128655,0.00128655
38,25.766,0.95889,0.77407,1.419,0.80303,0.82922,0.88932,0.67536,0.89171,0.97232,1.60998,0.00131685,0.00131685,0.00131685
39,26.3513,0.9219,0.76206,1.42868,0.76348,0.83898,0.8804,0.6649,0.89971,0.92804,1.58597,0.00134688,0.00134688,0.00134688
40,26.9171,0.96593,0.74502,1.43933,0.76348,0.83898,0.8804,0.6649,0.89971,0.92804,1.58597,0.00137665,0.00137665,0.00137665
41,27.5006,0.91261,0.69148,1.40607,0.79073,0.80508,0.85787,0.62703,0.93228,1.01996,1.67241,0.00140616,0.00140616,0.00140616
42,28.1042,0.91085,0.70101,1.43002,0.76428,0.79661,0.84519,0.59693,0.95978,1.09249,1.76847,0.0014354,0.0014354,0.0014354
43,28.6638,0.84737,0.69298,1.37014,0.76428,0.79661,0.84519,0.59693,0.95978,1.09249,1.76847,0.00146438,0.00146438,0.00146438
44,29.2683,0.87707,0.6961,1.39665,0.77281,0.77834,0.86371,0.61715,0.94366,1.09092,1.76928,0.00149309,0.00149309,0.00149309
45,29.8306,0.88244,0.68411,1.44606,0.77281,0.77834,0.86371,0.61715,0.94366,1.09092,1.76928,0.00152154,0.00152154,0.00152154
46,30.4307,0.95376,0.72255,1.54187,0.75455,0.86441,0.88792,0.66828,0.88447,1.0093,1.65732,0.00154973,0.00154973,0.00154973
47,30.9795,0.9222,0.70037,1.43371,0.75455,0.86441,0.88792,0.66828,0.88447,1.0093,1.65732,0.00157765,0.00157765,0.00157765
48,31.5962,0.96144,0.71218,1.50148,0.7495,0.84746,0.88095,0.65244,0.92168,1.02633,1.69698,0.00160531,0.00160531,0.00160531
49,32.168,0.89251,0.68105,1.43695,0.7495,0.84746,0.88095,0.65244,0.92168,1.02633,1.69698,0.0016327,0.0016327,0.0016327
50,32.7952,0.9096,0.65744,1.43329,0.74785,0.84746,0.872,0.61113,1.01562,1.03345,1.87995,0.00165983,0.00165983,0.00165983
51,33.405,0.87773,0.66486,1.41686,0.74785,0.84746,0.872,0.61113,1.01562,1.03345,1.87995,0.00167,0.00167,0.00167
52,34.0296,0.90403,0.67712,1.3987,0.81539,0.78604,0.85858,0.57026,1.10964,1.08189,1.97888,0.0016634,0.0016634,0.0016634
53,34.6297,0.89399,0.66621,1.48992,0.81539,0.78604,0.85858,0.57026,1.10964,1.08189,1.97888,0.0016568,0.0016568,0.0016568
54,35.2252,0.91359,0.71579,1.47266,0.7591,0.82785,0.85815,0.61429,0.95807,0.99965,1.75883,0.0016502,0.0016502,0.0016502
55,35.8031,0.88623,0.70191,1.50737,0.7591,0.82785,0.85815,0.61429,0.95807,0.99965,1.75883,0.0016436,0.0016436,0.0016436
56,36.4031,0.85941,0.65948,1.42872,0.77692,0.85591,0.8769,0.6688,0.85773,0.85358,1.57163,0.001637,0.001637,0.001637
57,36.9785,0.86495,0.68248,1.43818,0.77692,0.85591,0.8769,0.6688,0.85773,0.85358,1.57163,0.0016304,0.0016304,0.0016304
58,37.5711,0.88236,0.67507,1.44221,0.77503,0.86441,0.89152,0.68984,0.88109,0.79577,1.5459,0.0016238,0.0016238,0.0016238
59,38.1349,0.88675,0.65777,1.38625,0.77503,0.86441,0.89152,0.68984,0.88109,0.79577,1.5459,0.0016172,0.0016172,0.0016172
60,38.7723,0.89797,0.64938,1.40656,0.80015,0.84828,0.89029,0.67752,0.92157,0.80236,1.61691,0.0016106,0.0016106,0.0016106
61,39.3197,0.88938,0.64728,1.39561,0.80015,0.84828,0.89029,0.67752,0.92157,0.80236,1.61691,0.001604,0.001604,0.001604
62,39.9196,0.90028,0.63904,1.39074,0.80915,0.86231,0.87832,0.63783,0.9361,0.84279,1.71416,0.0015974,0.0015974,0.0015974
63,40.5157,0.8773,0.66165,1.41279,0.80915,0.86231,0.87832,0.63783,0.9361,0.84279,1.71416,0.0015908,0.0015908,0.0015908
64,41.1387,0.84316,0.62897,1.34521,0.80303,0.86441,0.86339,0.61812,0.95224,0.87694,1.73536,0.0015842,0.0015842,0.0015842
65,41.6987,0.82606,0.61174,1.41052,0.80303,0.86441,0.86339,0.61812,0.95224,0.87694,1.73536,0.0015776,0.0015776,0.0015776
66,42.3122,0.84575,0.6042,1.41653,0.75338,0.91525,0.88123,0.65358,0.8955,0.84798,1.61636,0.001571,0.001571,0.001571
67,42.883,0.83374,0.60733,1.38914,0.75338,0.91525,0.88123,0.65358,0.8955,0.84798,1.61636,0.0015644,0.0015644,0.0015644
68,43.5035,0.84753,0.63221,1.37887,0.82864,0.80508,0.89571,0.68897,0.84876,0.78249,1.52013,0.0015578,0.0015578,0.0015578
69,44.09,0.88606,0.63859,1.45207,0.82864,0.80508,0.89571,0.68897,0.84876,0.78249,1.52013,0.0015512,0.0015512,0.0015512
70,44.7002,0.88326,0.65102,1.4226,0.85197,0.8292,0.92085,0.70991,0.83596,0.73887,1.5422,0.0015446,0.0015446,0.0015446
71,45.2987,0.89077,0.63374,1.38271,0.85197,0.8292,0.92085,0.70991,0.83596,0.73887,1.5422,0.001538,0.001538,0.001538
72,45.9195,0.86329,0.63433,1.45957,0.90513,0.80851,0.92986,0.72012,0.85265,0.74414,1.59168,0.0015314,0.0015314,0.0015314
73,46.5166,0.85101,0.61621,1.36098,0.90513,0.80851,0.92986,0.72012,0.85265,0.74414,1.59168,0.0015248,0.0015248,0.0015248
74,47.1462,0.82014,0.5982,1.35292,0.88335,0.80508,0.89563,0.68404,0.92752,0.79986,1.73396,0.0015182,0.0015182,0.0015182
75,47.7254,0.84975,0.61546,1.38646,0.88335,0.80508,0.89563,0.68404,0.92752,0.79986,1.73396,0.0015116,0.0015116,0.0015116
76,48.3298,0.82297,0.59545,1.37248,0.80922,0.8268,0.88372,0.6527,0.96169,0.82633,1.81882,0.001505,0.001505,0.001505
77,48.9122,0.8624,0.64752,1.4125,0.80922,0.8268,0.88372,0.6527,0.96169,0.82633,1.81882,0.0014984,0.0014984,0.0014984
78,49.4966,0.77891,0.59586,1.33927,0.8113,0.82203,0.88754,0.66828,0.89085,0.81197,1.65905,0.0014918,0.0014918,0.0014918
79,50.0633,0.78173,0.60326,1.35905,0.8113,0.82203,0.88754,0.66828,0.89085,0.81197,1.65905,0.0014852,0.0014852,0.0014852
80,50.6798,0.83935,0.65475,1.42339,0.79198,0.87114,0.90398,0.69527,0.85843,0.7476,1.54204,0.0014786,0.0014786,0.0014786
81,51.2466,0.82639,0.57491,1.29653,0.79198,0.87114,0.90398,0.69527,0.85843,0.7476,1.54204,0.001472,0.001472,0.001472
82,51.8681,0.84402,0.60143,1.38673,0.78054,0.88136,0.91738,0.71643,0.83397,0.71133,1.51357,0.0014654,0.0014654,0.0014654
83,52.4455,0.82015,0.57983,1.33515,0.78054,0.88136,0.91738,0.71643,0.83397,0.71133,1.51357,0.0014588,0.0014588,0.0014588
84,53.0465,0.84335,0.58221,1.3367,0.79033,0.86441,0.91138,0.72762,0.82189,0.70921,1.59162,0.0014522,0.0014522,0.0014522
85,53.6323,0.80232,0.56727,1.38433,0.79033,0.86441,0.91138,0.72762,0.82189,0.70921,1.59162,0.0014456,0.0014456,0.0014456
86,54.2469,0.76771,0.54944,1.33097,0.76309,0.90081,0.9161,0.72588,0.8429,0.69485,1.64107,0.001439,0.001439,0.001439
87,54.8185,0.82887,0.59026,1.4471,0.76309,0.90081,0.9161,0.72588,0.8429,0.69485,1.64107,0.0014324,0.0014324,0.0014324
88,55.418,0.78598,0.55906,1.31958,0.86292,0.83051,0.9188,0.71836,0.85316,0.69948,1.60445,0.0014258,0.0014258,0.0014258
89,55.9948,0.75793,0.56941,1.31141,0.86292,0.83051,0.9188,0.71836,0.85316,0.69948,1.60445,0.0014192,0.0014192,0.0014192
90,56.6022,0.79063,0.5771,1.3646,0.89031,0.82203,0.90484,0.67798,0.89774,0.73,1.60288,0.0014126,0.0014126,0.0014126
91,57.1673,0.79479,0.57601,1.38432,0.89031,0.82203,0.90484,0.67798,0.89774,0.73,1.60288,0.001406,0.001406,0.001406
92,57.7633,0.80926,0.5716,1.29908,0.895,0.83051,0.89919,0.66576,0.94331,0.78191,1.63318,0.0013994,0.0013994,0.0013994
93,58.3468,0.83213,0.5802,1.43229,0.895,0.83051,0.89919,0.66576,0.94331,0.78191,1.63318,0.0013928,0.0013928,0.0013928
94,58.9678,0.82121,0.56329,1.38382,0.88171,0.81356,0.88668,0.67821,0.88218,0.76459,1.61078,0.0013862,0.0013862,0.0013862
95,59.53,0.8104,0.56779,1.38409,0.88171,0.81356,0.88668,0.67821,0.88218,0.76459,1.61078,0.0013796,0.0013796,0.0013796
96,60.1466,0.77714,0.56409,1.28593,0.88114,0.84746,0.89727,0.70863,0.85599,0.73536,1.62129,0.001373,0.001373,0.001373
97,60.73,0.73709,0.54884,1.29129,0.88114,0.84746,0.89727,0.70863,0.85599,0.73536,1.62129,0.0013664,0.0013664,0.0013664
98,61.3173,0.76396,0.54122,1.38431,0.87587,0.83717,0.90202,0.71173,0.85069,0.71166,1.6003,0.0013598,0.0013598,0.0013598
99,61.8853,0.76427,0.54025,1.33701,0.87587,0.83717,0.90202,0.71173,0.85069,0.71166,1.6003,0.0013532,0.0013532,0.0013532
100,62.4801,0.76653,0.53936,1.36561,0.86999,0.85065,0.92296,0.72729,0.81899,0.69454,1.54605,0.0013466,0.0013466,0.0013466
101,63.0685,0.77786,0.53931,1.27412,0.86999,0.85065,0.92296,0.72729,0.81899,0.69454,1.54605,0.00134,0.00134,0.00134
102,63.683,0.77602,0.53157,1.31101,0.9173,0.80508,0.9208,0.72107,0.79873,0.68451,1.54262,0.0013334,0.0013334,0.0013334
103,64.2505,0.78633,0.54438,1.30064,0.9173,0.80508,0.9208,0.72107,0.79873,0.68451,1.54262,0.0013268,0.0013268,0.0013268
104,64.8336,0.72933,0.53147,1.33072,0.83666,0.88136,0.92688,0.71629,0.81332,0.67287,1.59895,0.0013202,0.0013202,0.0013202
105,65.4026,0.7367,0.53146,1.31155,0.83666,0.88136,0.92688,0.71629,0.81332,0.67287,1.59895,0.0013136,0.0013136,0.0013136
106,65.9968,0.76967,0.54159,1.38255,0.85945,0.87288,0.92824,0.72299,0.78715,0.67196,1.57648,0.001307,0.001307,0.001307
107,66.5811,0.758,0.52143,1.32652,0.85945,0.87288,0.92824,0.72299,0.78715,0.67196,1.57648,0.0013004,0.0013004,0.0013004
108,67.1637,0.79093,0.56046,1.42568,0.85853,0.88983,0.93514,0.75378,0.75557,0.6399,1.51457,0.0012938,0.0012938,0.0012938
109,67.7639,0.7895,0.53957,1.35991,0.85853,0.88983,0.93514,0.75378,0.75557,0.6399,1.51457,0.0012872,0.0012872,0.0012872
110,68.3585,0.78277,0.58056,1.35322,0.87229,0.8683,0.94018,0.76102,0.75178,0.64359,1.476,0.0012806,0.0012806,0.0012806
111,68.9135,0.76296,0.55891,1.25108,0.87229,0.8683,0.94018,0.76102,0.75178,0.64359,1.476,0.001274,0.001274,0.001274
112,69.4969,0.76194,0.53064,1.29393,0.84619,0.86441,0.92083,0.75642,0.77425,0.66897,1.5026,0.0012674,0.0012674,0.0012674
113,70.0469,0.73399,0.51857,1.30475,0.84619,0.86441,0.92083,0.75642,0.77425,0.66897,1.5026,0.0012608,0.0012608,0.0012608
114,70.6674,0.73267,0.53214,1.3262,0.84152,0.86441,0.91396,0.75177,0.78102,0.66317,1.49877,0.0012542,0.0012542,0.0012542
115,71.2449,0.73394,0.52743,1.27569,0.84152,0.86441,0.91396,0.75177,0.78102,0.66317,1.49877,0.0012476,0.0012476,0.0012476
116,71.8616,0.73937,0.52419,1.29369,0.85593,0.85593,0.90214,0.73611,0.78179,0.67811,1.50532,0.001241,0.001241,0.001241
117,72.4136,0.73126,0.52603,1.27256,0.85593,0.85593,0.90214,0.73611,0.78179,0.67811,1.50532,0.0012344,0.0012344,0.0012344
118,73.0133,0.73666,0.51665,1.34334,0.85803,0.81953,0.88957,0.72258,0.78218,0.69351,1.49904,0.0012278,0.0012278,0.0012278
119,73.5526,0.72005,0.55376,1.36378,0.85803,0.81953,0.88957,0.72258,0.78218,0.69351,1.49904,0.0012212,0.0012212,0.0012212
120,74.1794,0.74938,0.54362,1.34437,0.82737,0.84746,0.89422,0.71922,0.78921,0.70689,1.4936,0.0012146,0.0012146,0.0012146
121,74.7471,0.78609,0.5207,1.2807,0.82737,0.84746,0.89422,0.71922,0.78921,0.70689,1.4936,0.001208,0.001208,0.001208
122,75.3637,0.7752,0.52224,1.28854,0.81381,0.84746,0.89239,0.71984,0.78992,0.70009,1.52987,0.0012014,0.0012014,0.0012014
123,75.9303,0.775,0.51972,1.33464,0.81381,0.84746,0.89239,0.71984,0.78992,0.70009,1.52987,0.0011948,0.0011948,0.0011948
124,76.5361,0.72861,0.50826,1.28133,0.80304,0.85593,0.89254,0.71402,0.81435,0.68353,1.60592,0.0011882,0.0011882,0.0011882
125,77.1026,0.73767,0.50926,1.28215,0.80304,0.85593,0.89254,0.71402,0.81435,0.68353,1.60592,0.0011816,0.0011816,0.0011816
126,77.6971,0.72728,0.5021,1.30294,0.86258,0.83898,0.90161,0.71621,0.8219,0.66287,1.63263,0.001175,0.001175,0.001175
127,78.2691,0.69745,0.4956,1.30848,0.86258,0.83898,0.90161,0.71621,0.8219,0.66287,1.63263,0.0011684,0.0011684,0.0011684
128,78.8857,0.73165,0.51638,1.32042,0.8814,0.83898,0.90485,0.72995,0.78931,0.63121,1.5685,0.0011618,0.0011618,0.0011618
129,79.4356,0.71885,0.51673,1.31948,0.8814,0.83898,0.90485,0.72995,0.78931,0.63121,1.5685,0.0011552,0.0011552,0.0011552
130,80.0451,0.67947,0.48273,1.22776,0.91066,0.86379,0.93574,0.74214,0.79764,0.61573,1.53772,0.0011486,0.0011486,0.0011486
131,80.6137,0.75435,0.52009,1.30805,0.91066,0.86379,0.93574,0.74214,0.79764,0.61573,1.53772,0.001142,0.001142,0.001142
132,81.2097,0.68732,0.48941,1.27442,0.86802,0.90678,0.94237,0.74981,0.79721,0.59228,1.53996,0.0011354,0.0011354,0.0011354
133,81.7639,0.74105,0.50305,1.30692,0.86802,0.90678,0.94237,0.74981,0.79721,0.59228,1.53996,0.0011288,0.0011288,0.0011288
134,82.3803,0.7196,0.49343,1.26791,0.89206,0.91054,0.94537,0.74311,0.78152,0.57862,1.55264,0.0011222,0.0011222,0.0011222
135,82.9304,0.67769,0.47783,1.22335,0.89206,0.91054,0.94537,0.74311,0.78152,0.57862,1.55264,0.0011156,0.0011156,0.0011156
136,83.5496,0.71933,0.49719,1.26203,0.89677,0.89831,0.94541,0.7417,0.7828,0.57765,1.59691,0.001109,0.001109,0.001109
137,84.1295,0.72932,0.52209,1.34768,0.89677,0.89831,0.94541,0.7417,0.7828,0.57765,1.59691,0.0011024,0.0011024,0.0011024
138,84.7196,0.69262,0.4779,1.26785,0.90495,0.88757,0.94474,0.73975,0.79025,0.58894,1.61058,0.0010958,0.0010958,0.0010958
139,85.3005,0.69787,0.48857,1.34691,0.90495,0.88757,0.94474,0.73975,0.79025,0.58894,1.61058,0.0010892,0.0010892,0.0010892
140,85.8805,0.69452,0.48414,1.32393,0.89623,0.87837,0.94677,0.72334,0.80539,0.61982,1.56027,0.0010826,0.0010826,0.0010826
141,86.4432,0.69673,0.48857,1.29582,0.89623,0.87837,0.94677,0.72334,0.80539,0.61982,1.56027,0.001076,0.001076,0.001076
142,87.03,0.67783,0.47886,1.28414,0.90704,0.84746,0.93729,0.72427,0.80938,0.65049,1.53391,0.0010694,0.0010694,0.0010694
143,87.5972,0.70045,0.49346,1.31638,0.90704,0.84746,0.93729,0.72427,0.80938,0.65049,1.53391,0.0010628,0.0010628,0.0010628
144,88.2351,0.74023,0.49723,1.27581,0.9034,0.87176,0.93931,0.73912,0.78295,0.64395,1.51067,0.0010562,0.0010562,0.0010562
145,88.8193,0.71979,0.49873,1.23453,0.9034,0.87176,0.93931,0.73912,0.78295,0.64395,1.51067,0.0010496,0.0010496,0.0010496
146,89.4315,0.71419,0.50461,1.25039,0.89395,0.86441,0.93936,0.75241,0.76937,0.63553,1.52598,0.001043,0.001043,0.001043
147,89.9972,0.67901,0.47703,1.23674,0.89395,0.86441,0.93936,0.75241,0.76937,0.63553,1.52598,0.0010364,0.0010364,0.0010364
148,90.614,0.69885,0.48409,1.26648,0.9157,0.82848,0.93762,0.74657,0.77792,0.63244,1.55937,0.0010298,0.0010298,0.0010298
149,91.1806,0.67428,0.46279,1.27382,0.9157,0.82848,0.93762,0.74657,0.77792,0.63244,1.55937,0.0010232,0.0010232,0.0010232
150,91.7994,0.72241,0.50702,1.30372,0.82718,0.8924,0.91851,0.74213,0.77452,0.6276,1.57091,0.0010166,0.0010166,0.0010166
151,92.364,0.67597,0.47598,1.24007,0.82718,0.8924,0.91851,0.74213,0.77452,0.6276,1.57091,0.00101,0.00101,0.00101
152,92.9693,0.70343,0.48159,1.30439,0.85019,0.89831,0.94241,0.74494,0.76859,0.61225,1.55859,0.0010034,0.0010034,0.0010034
153,93.553,0.68935,0.47465,1.2761,0.85019,0.89831,0.94241,0.74494,0.76859,0.61225,1.55859,0.0009968,0.0009968,0.0009968
154,94.163,0.71221,0.50321,1.32067,0.82563,0.94068,0.93753,0.73398,0.76851,0.59813,1.53875,0.0009902,0.0009902,0.0009902
155,94.7305,0.69751,0.4584,1.23115,0.82563,0.94068,0.93753,0.73398,0.76851,0.59813,1.53875,0.0009836,0.0009836,0.0009836
156,95.3363,0.69772,0.46295,1.23005,0.88826,0.87577,0.93879,0.73567,0.77475,0.59627,1.55112,0.000977,0.000977,0.000977
157,95.9025,0.69517,0.48109,1.28501,0.88826,0.87577,0.93879,0.73567,0.77475,0.59627,1.55112,0.0009704,0.0009704,0.0009704
158,96.5198,0.69151,0.47301,1.26482,0.89381,0.89831,0.93929,0.74137,0.77484,0.60626,1.58761,0.0009638,0.0009638,0.0009638
159,97.1308,0.69327,0.47963,1.28727,0.89381,0.89831,0.93929,0.74137,0.77484,0.60626,1.58761,0.0009572,0.0009572,0.0009572
160,97.8029,0.67929,0.51137,1.36239,0.89762,0.89159,0.93641,0.73913,0.76884,0.61073,1.59708,0.0009506,0.0009506,0.0009506
161,98.3819,0.68216,0.46432,1.30194,0.89762,0.89159,0.93641,0.73913,0.76884,0.61073,1.59708,0.000944,0.000944,0.000944
162,98.9803,0.68574,0.50061,1.21088,0.87043,0.91091,0.91657,0.74827,0.77527,0.61767,1.6024,0.0009374,0.0009374,0.0009374
163,99.5298,0.6879,0.49681,1.37646,0.87043,0.91091,0.91657,0.74827,0.77527,0.61767,1.6024,0.0009308,0.0009308,0.0009308
164,100.136,0.66716,0.46603,1.26619,0.87084,0.89831,0.91623,0.75163,0.76839,0.62136,1.57633,0.0009242,0.0009242,0.0009242
165,100.686,0.66002,0.4597,1.27593,0.87084,0.89831,0.91623,0.75163,0.76839,0.62136,1.57633,0.0009176,0.0009176,0.0009176
166,101.264,0.68734,0.47907,1.28733,0.8837,0.88136,0.91606,0.74918,0.77361,0.62645,1.57006,0.000911,0.000911,0.000911
167,101.813,0.65913,0.48689,1.25433,0.8837,0.88136,0.91606,0.74918,0.77361,0.62645,1.57006,0.0009044,0.0009044,0.0009044
168,102.401,0.64611,0.45162,1.21764,0.85352,0.88983,0.91348,0.73885,0.79418,0.64898,1.58685,0.0008978,0.0008978,0.0008978
169,102.935,0.68049,0.46288,1.24063,0.85352,0.88983,0.91348,0.73885,0.79418,0.64898,1.58685,0.0008912,0.0008912,0.0008912
170,103.509,0.65113,0.45309,1.25321,0.83559,0.88136,0.9085,0.73961,0.8049,0.66613,1.61782,0.0008846,0.0008846,0.0008846
171,104.048,0.67057,0.472,1.28553,0.83559,0.88136,0.9085,0.73961,0.8049,0.66613,1.61782,0.000878,0.000878,0.000878
172,104.647,0.6472,0.46077,1.20477,0.87925,0.86388,0.91488,0.73862,0.79393,0.65575,1.61565,0.0008714,0.0008714,0.0008714
173,105.178,0.6451,0.45692,1.25656,0.87925,0.86388,0.91488,0.73862,0.79393,0.65575,1.61565,0.0008648,0.0008648,0.0008648
174,105.764,0.64264,0.45298,1.21654,0.87977,0.86441,0.92094,0.75954,0.75806,0.63501,1.56831,0.0008582,0.0008582,0.0008582
175,106.314,0.65941,0.45449,1.23477,0.87977,0.86441,0.92094,0.75954,0.75806,0.63501,1.56831,0.0008516,0.0008516,0.0008516
176,106.898,0.6178,0.41979,1.19082,0.85754,0.89831,0.92089,0.76101,0.74771,0.61555,1.55234,0.000845,0.000845,0.000845
177,107.452,0.66001,0.45098,1.24509,0.85754,0.89831,0.92089,0.76101,0.74771,0.61555,1.55234,0.0008384,0.0008384,0.0008384
178,108.049,0.66644,0.45658,1.26017,0.87647,0.90196,0.92149,0.75948,0.7529,0.61502,1.56149,0.0008318,0.0008318,0.0008318
179,108.614,0.65061,0.43722,1.24781,0.87647,0.90196,0.92149,0.75948,0.7529,0.61502,1.56149,0.0008252,0.0008252,0.0008252
180,109.209,0.63793,0.44508,1.20097,0.87038,0.91054,0.9212,0.75789,0.76054,0.61407,1.58271,0.0008186,0.0008186,0.0008186
181,109.785,0.63234,0.43265,1.20848,0.87038,0.91054,0.9212,0.75789,0.76054,0.61407,1.58271,0.000812,0.000812,0.000812
182,110.399,0.63108,0.44172,1.24389,0.89134,0.9037,0.92365,0.75998,0.74987,0.6052,1.56212,0.0008054,0.0008054,0.0008054
183,110.9,0.65534,0.45591,1.25346,0.89134,0.9037,0.92365,0.75998,0.74987,0.6052,1.56212,0.0007988,0.0007988,0.0007988
184,111.426,0.67425,0.46464,1.30226,0.88874,0.88983,0.93018,0.76794,0.73198,0.59493,1.51645,0.0007922,0.0007922,0.0007922
185,111.93,0.657,0.45966,1.26229,0.88874,0.88983,0.93018,0.76794,0.73198,0.59493,1.51645,0.0007856,0.0007856,0.0007856
